bms_rank,symbol,company_name,bms,previous_bms,bms_change_vs_previous_quarter,bms_change_display,bms_change_reliability,lifecycle_state,reversal_warning,evidence_count,previous_evidence_count,evidence_strength,period,q1_fy26_bms,bms_change_rank,state,earnings,economics,execution,balance_sheet,management_delivery,q1_fy26_evidence_count
138,IRB,IRB Infrastructure Developers Ltd.,0.315,0.4175,-0.1025,-0.1025,Reliable change,Fading,Moderate,6,4,Moderate,Q3 FY26,0.1975,423,improving,0.38,0.88,0.0,0.0,0.0,1
139,3MINDIA,3M India Ltd.,0.3075,0.4025,-0.095,-0.0950,Reliable change,Watch,Moderate,6,3,Moderate,Q3 FY26,0.0,418,improving,0.39,0.84,0.0,0.0,0.0,0
140,JMFINANCIL,JM Financial Ltd.,0.305,0.2775,0.0275,+0.0275,Reliable change,Watch,,7,5,High,Q3 FY26,0.3925,132,improving,0.43,0.79,0.0,0.0,0.0,2
141,FINCABLES,Finolex Cables Ltd.,0.305,0.2025,0.1025,+0.1025,Reliable change,Watch,,5,3,Moderate,Q3 FY26,-0.1875,85,improving,0.42,0.8,0.0,0.0,0.0,1
142,YESBANK,Yes Bank Ltd.,0.292,0.0,0.292,New signal,New signal,Emerging,,2,0,Limited,Q3 FY26,0.0,10,improving,0.0,0.73,0.0,0.73,0.0,0
143,ENGINERSIN,Engineers India Ltd.,0.285,0.205,0.08,+0.0800,Reliable change,Watch,,8,5,High,Q3 FY26,0.0025,97,improving,0.3,0.84,0.0,0.0,0.0,2
144,TORNTPOWER,Torrent Power Ltd.,0.285,0.0075,0.2775,+0.2775,Reliable change,Emerging,,4,2,Moderate,Q3 FY26,-0.1875,12,improving,0.29,0.85,0.0,0.0,0.0,1
145,IFCI,IFCI Ltd.,0.2825,0.4,-0.1175,-0.1175,Reliable change,Fading,Moderate,8,5,High,Q3 FY26,0.385,428,improving,0.84,0.29,0.0,0.0,0.0,3
146,GALLANTT,Gallantt Ispat Ltd.,0.2825,0.4075,-0.125,-0.1250,Reliable change,Fading,High,5,4,Moderate,Q3 FY26,0.3875,430,improving,0.83,0.3,0.0,0.0,0.0,2
147,BHARTIHEXA,Bharti Hexacom Ltd.,0.275,0.2075,0.0675,+0.0675,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.0075,108,improving,0.32,0.78,0.0,0.0,0.0,2
148,ITI,ITI Ltd.,0.2675,0.055,0.2125,+0.2125,Reliable change,Emerging,,6,3,Moderate,Q3 FY26,0.1875,24,improving,0.13,0.94,0.0,0.0,0.0,1
149,NEWGEN,Newgen Software Technologies Ltd.,0.265,0.3975,-0.1325,-0.1325,Reliable change,Fading,High,4,3,Moderate,Q3 FY26,0.0,432,improving,0.27,0.79,0.0,0.0,0.0,0
150,NLCINDIA,NLC India Ltd.,0.26,0.1875,0.0725,+0.0725,Reliable change,Watch,,5,4,Moderate,Q3 FY26,0.0025,100,improving,0.76,0.28,0.0,0.0,0.0,2
151,ADANIENT,Adani Enterprises Ltd.,0.26,0.0025,0.2575,+0.2575,Reliable change,Emerging,,4,2,Moderate,Q3 FY26,-0.1975,15,improving,0.3,0.74,0.0,0.0,0.0,1
152,TARIL,Transformers And Rectifiers (India) Ltd.,0.2575,0.1975,0.06,+0.0600,Reliable change,Watch,,7,4,High,Q3 FY26,0.385,113,improving,0.78,0.25,0.0,0.0,0.0,3
153,TRAVELFOOD,Travel Food Services Ltd.,0.2575,0.19,0.0675,+0.0675,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.3925,108,improving,0.24,0.79,0.0,0.0,0.0,2
154,BAJAJFINSV,Bajaj Finserv Ltd.,0.2525,0.3675,-0.115,-0.1150,Reliable change,Fading,Moderate,7,5,High,Q3 FY26,0.3775,426,improving,0.77,0.24,0.0,0.0,0.0,2
155,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,0.2275,0.0,0.2275,New signal,New signal,Watch,,1,0,Very Limited,Q3 FY26,0.0,18,mixed,0.91,0.0,0.0,0.0,0.0,0
156,SWIGGY,Swiggy Ltd.,0.2225,0.0,0.2225,+0.2225,Reliable change,Emerging,,7,4,High,Q3 FY26,-0.0025,20,mixed,0.0,0.89,0.0,0.0,0.0,2
157,POONAWALLA,Poonawalla Fincorp Ltd.,0.2175,0.1025,0.115,+0.1150,Reliable change,Watch,,9,6,High,Q3 FY26,-0.2025,80,mixed,0.57,0.3,0.0,0.0,0.0,3
158,APTUS,Aptus Value Housing Finance India Ltd.,0.2125,0.4175,-0.205,-0.2050,Reliable change,Fading,High,7,4,High,Q3 FY26,0.1875,459,mixed,0.79,0.06,0.0,0.0,0.0,1
159,KIRLOSENG,Kirloskar Oil Eng Ltd.,0.2125,0.2025,0.01,+0.0100,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.0,178,mixed,0.85,0.0,0.0,0.0,0.0,0
160,AFCONS,Afcons Infrastructure Ltd.,0.2125,0.1975,0.015,+0.0150 (limited history),Limited history,Watch,,3,1,Limited,Q3 FY26,0.1975,146,mixed,0.0,0.85,0.0,0.0,0.0,1
161,ZYDUSLIFE,Zydus Lifesciences Ltd.,0.2125,0.2075,0.005,+0.0050,Reliable change,Watch,,3,2,Limited,Q3 FY26,0.0,214,mixed,0.85,0.0,0.0,0.0,0.0,0
162,360ONE,360 ONE WAM Ltd.,0.21,0.015,0.195,+0.1950,Reliable change,Emerging,,6,3,Moderate,Q3 FY26,-0.195,47,mixed,0.85,-0.01,0.0,0.0,0.0,1
163,ACUTAAS,Acutaas Chemicals Ltd.,0.21,0.2,0.01,+0.0100,Reliable change,Watch,,5,3,Moderate,Q3 FY26,0.1975,178,mixed,0.84,0.0,0.0,0.0,0.0,1
164,LUPIN,Lupin Ltd.,0.21,0.2075,0.0025,+0.0025,Reliable change,Watch,,5,3,Moderate,Q3 FY26,0.1975,246,mixed,0.84,0.0,0.0,0.0,0.0,1
165,TVSMOTOR,TVS Motor Company Ltd.,0.21,0.2025,0.0075,+0.0075,Reliable change,Watch,,5,3,Moderate,Q3 FY26,0.1875,195,mixed,0.84,0.0,0.0,0.0,0.0,1
166,MRPL,Mangalore Refinery & Petrochemicals Ltd.,0.2075,0.1425,0.065,+0.0650,Reliable change,Watch,,6,4,Moderate,Q3 FY26,-0.19,110,mixed,0.02,0.81,0.0,0.0,0.0,2
167,ENDURANCE,Endurance Technologies Ltd.,0.2075,0.195,0.0125,+0.0125,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.0,159,mixed,0.83,0.0,0.0,0.0,0.0,0
168,GRANULES,Granules India Ltd.,0.2075,0.2075,0.0,+0.0000,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.0,285,mixed,0.83,0.0,0.0,0.0,0.0,0
169,TATAPOWER,Tata Power Co. Ltd.,0.2075,0.2,0.0075,+0.0075 (limited history),Limited history,Watch,,3,1,Limited,Q3 FY26,0.0,195,mixed,0.03,0.8,0.0,0.0,0.0,0
170,CHENNPETRO,Chennai Petroleum Corporation Ltd.,0.205,0.0775,0.1275,+0.1275,Reliable change,Watch,,8,5,High,Q3 FY26,-0.3875,75,mixed,0.5,0.32,0.0,0.0,0.0,2
171,ERIS,Eris Lifesciences Ltd.,0.205,0.2025,0.0025,+0.0025,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.1975,246,mixed,0.82,0.0,0.0,0.0,0.0,1
172,TORNTPHARM,Torrent Pharmaceuticals Ltd.,0.205,0.2,0.005,+0.0050,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.0,214,mixed,0.82,0.0,0.0,0.0,0.0,0
173,IPCALAB,Ipca Laboratories Ltd.,0.205,0.185,0.02,+0.0200 (limited history),Limited history,Watch,,2,1,Limited,Q3 FY26,0.0,139,mixed,0.82,0.0,0.0,0.0,0.0,0
174,LAURUSLABS,Laurus Labs Ltd.,0.2025,0.1975,0.005,+0.0050,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.19,214,mixed,0.81,0.0,0.0,0.0,0.0,2
175,NETWEB,Netweb Technologies India Ltd.,0.2025,0.19,0.0125,+0.0125,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.195,159,mixed,0.81,0.0,0.0,0.0,0.0,2
176,THERMAX,Thermax Ltd.,0.2025,0.1275,0.075,+0.0750,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.3875,99,mixed,0.04,0.77,0.0,0.0,0.0,2
177,EMCURE,Emcure Pharmaceuticals Ltd.,0.2025,0.19,0.0125,+0.0125,Reliable change,Watch,,5,3,Moderate,Q3 FY26,0.1975,159,mixed,0.81,0.0,0.0,0.0,0.0,1
178,JUBLFOOD,Jubilant Foodworks Ltd.,0.2025,0.2025,0.0,+0.0000,Reliable change,Watch,,5,3,Moderate,Q3 FY26,0.1975,285,mixed,0.81,0.0,0.0,0.0,0.0,1
179,M&MFIN,Mahindra & Mahindra Financial Services Ltd.,0.2025,0.4025,-0.2,-0.2000,Reliable change,Fading,High,5,3,Moderate,Q3 FY26,0.0,456,mixed,0.8,0.01,0.0,0.0,0.0,0
180,SOLARINDS,Solar Industries India Ltd.,0.2025,0.1875,0.015,+0.0150,Reliable change,Watch,,5,3,Moderate,Q3 FY26,0.185,146,mixed,0.81,0.0,0.0,0.0,0.0,1
181,AJANTPHARM,Ajanta Pharmaceuticals Ltd.,0.2025,0.2,0.0025,+0.0025,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.0,246,mixed,0.81,0.0,0.0,0.0,0.0,0
182,ATUL,Atul Ltd.,0.2025,0.195,0.0075,+0.0075,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.0,195,mixed,0.81,0.0,0.0,0.0,0.0,0
183,CEMPRO,Cemindia Projects Ltd.,0.2025,0.2025,0.0,+0.0000,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.1975,285,mixed,0.81,0.0,0.0,0.0,0.0,1
184,GLAND,Gland Pharma Ltd.,0.2025,0.1875,0.015,+0.0150,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.1975,146,mixed,0.81,0.0,0.0,0.0,0.0,1
185,TATACONSUM,Tata Consumer Products Ltd.,0.2025,0.1875,0.015,+0.0150,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.0,146,mixed,0.81,0.0,0.0,0.0,0.0,0
186,VIJAYA,Vijaya Diagnostic Centre Ltd.,0.2025,0.185,0.0175,+0.0175,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.185,143,mixed,0.81,0.0,0.0,0.0,0.0,2
187,IDEA,Vodafone Idea Ltd.,0.2025,0.2,0.0025,+0.0025 (limited history),Limited history,Watch,,2,1,Limited,Q3 FY26,0.0,246,mixed,0.81,0.0,0.0,0.0,0.0,0
188,INDIACEM,India Cements Ltd.,0.2,0.1925,0.0075,+0.0075,Reliable change,Watch,,7,4,High,Q3 FY26,-0.0025,195,mixed,-0.01,0.81,0.0,0.0,0.0,2
189,SJVN,SJVN Ltd.,0.2,-0.0125,0.2125,+0.2125,Reliable change,Emerging,,7,4,High,Q3 FY26,-0.0075,24,mixed,0.04,0.76,0.0,0.0,0.0,2
190,GODFRYPHLP,Godfrey Phillips India Ltd.,0.2,0.395,-0.195,-0.1950,Reliable change,Fading,High,6,4,Moderate,Q3 FY26,0.195,449,mixed,0.76,0.04,0.0,0.0,0.0,2
191,M&M,Mahindra & Mahindra Ltd.,0.2,0.1875,0.0125,+0.0125,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.185,159,mixed,0.8,0.0,0.0,0.0,0.0,2
192,SAILIFE,Sai Life Sciences Ltd.,0.2,0.1975,0.0025,+0.0025,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.195,246,mixed,0.8,0.0,0.0,0.0,0.0,2
193,CGPOWER,CG Power and Industrial Solutions Ltd.,0.2,0.195,0.005,+0.0050,Reliable change,Watch,,5,3,Moderate,Q3 FY26,0.185,214,mixed,0.8,0.0,0.0,0.0,0.0,1
194,DIXON,Dixon Technologies (India) Ltd.,0.2,0.195,0.005,+0.0050,Reliable change,Watch,,5,4,Moderate,Q3 FY26,0.195,214,mixed,0.8,0.0,0.0,0.0,0.0,2
195,SOBHA,Sobha Ltd.,0.2,0.2,0.0,+0.0000,Reliable change,Watch,,5,4,Moderate,Q3 FY26,0.195,285,mixed,0.8,0.0,0.0,0.0,0.0,2
196,BELRISE,Belrise Industries Ltd.,0.2,0.2,0.0,+0.0000,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.19,285,mixed,0.8,0.0,0.0,0.0,0.0,2
197,FORTIS,Fortis Healthcare Ltd.,0.2,0.2,0.0,+0.0000,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.1975,285,mixed,0.8,0.0,0.0,0.0,0.0,1
198,KEC,Kec International Ltd.,0.2,0.2025,-0.0025,-0.0025,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.1975,331,mixed,0.8,0.0,0.0,0.0,0.0,1
199,CIEINDIA,CIE Automotive India Ltd.,0.2,0.2,0.0,+0.0000 (limited history),Limited history,Watch,,3,1,Limited,Q3 FY26,0.0,285,mixed,0.8,0.0,0.0,0.0,0.0,0
200,POLYMED,Poly Medicure Ltd.,0.2,0.1875,0.0125,+0.0125 (limited history),Limited history,Watch,,2,1,Limited,Q3 FY26,0.1875,159,mixed,0.8,0.0,0.0,0.0,0.0,1
201,RAINBOW,Rainbow Childrens Medicare Ltd.,0.2,0.1975,0.0025,+0.0025 (limited history),Limited history,Watch,,2,1,Limited,Q3 FY26,0.1975,246,mixed,0.8,0.0,0.0,0.0,0.0,1
202,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,0.2,0.0,0.2,New signal,New signal,Emerging,,2,0,Limited,Q3 FY26,0.0,40,mixed,0.8,0.0,0.0,0.0,0.0,0
203,TIINDIA,Tube Investments of India Ltd.,0.2,0.18,0.02,+0.0200 (limited history),Limited history,Watch,,2,1,Limited,Q3 FY26,0.0,139,mixed,0.8,0.0,0.0,0.0,0.0,0
204,HAVELLS,Havells India Ltd.,0.2,0.0,0.2,New signal,New signal,Watch,,1,0,Very Limited,Q3 FY26,0.0,40,mixed,0.8,0.0,0.0,0.0,0.0,0
205,MAXHEALTH,Max Healthcare Institute Ltd.,0.1975,0.195,0.0025,+0.0025,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.185,246,mixed,0.79,0.0,0.0,0.0,0.0,2
206,SBFC,SBFC Finance Ltd.,0.1975,0.1925,0.005,+0.0050,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.185,214,mixed,0.79,0.0,0.0,0.0,0.0,2
207,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,0.1975,0.19,0.0075,+0.0075,Reliable change,Watch,,5,3,Moderate,Q3 FY26,0.1975,195,mixed,0.79,0.0,0.0,0.0,0.0,1
208,NAM-INDIA,Nippon Life India Asset Management Ltd.,0.1975,0.1825,0.015,+0.0150,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.185,146,mixed,0.79,0.0,0.0,0.0,0.0,1
209,SHYAMMETL,Shyam Metalics and Energy Ltd.,0.1975,0.1975,0.0,+0.0000,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.185,285,mixed,0.79,0.0,0.0,0.0,0.0,1
210,USHAMART,Usha Martin Ltd.,0.1975,-0.19,0.3875,+0.3875 (limited history),Limited history,Emerging,,4,1,Moderate,Q3 FY26,-0.19,3,mixed,0.79,0.0,0.0,0.0,0.0,1
211,ASHOKLEY,Ashok Leyland Ltd.,0.1975,0.1925,0.005,+0.0050 (limited history),Limited history,Watch,,3,1,Limited,Q3 FY26,0.0,214,mixed,0.79,0.0,0.0,0.0,0.0,0
212,LTFOODS,LT Foods Ltd.,0.1975,0.2025,-0.005,-0.0050 (limited history),Limited history,Watch,,3,1,Limited,Q3 FY26,0.0,356,mixed,0.79,0.0,0.0,0.0,0.0,0
213,ZENSARTECH,Zensar Technolgies Ltd.,0.1975,0.19,0.0075,+0.0075 (limited history),Limited history,Watch,,3,1,Limited,Q3 FY26,0.0,195,mixed,0.79,0.0,0.0,0.0,0.0,0
214,KEI,KEI Industries Ltd.,0.195,0.1875,0.0075,+0.0075,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.185,195,mixed,0.78,0.0,0.0,0.0,0.0,2
215,VMM,Vishal Mega Mart Ltd.,0.195,0.1975,-0.0025,-0.0025,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.19,331,mixed,0.78,0.0,0.0,0.0,0.0,2
216,COROMANDEL,Coromandel International Ltd.,0.195,0.1925,0.0025,+0.0025,Reliable change,Watch,,5,4,Moderate,Q3 FY26,0.195,246,mixed,0.78,0.0,0.0,0.0,0.0,2
217,HEROMOTOCO,Hero MotoCorp Ltd.,0.195,0.19,0.005,+0.0050,Reliable change,Watch,,5,3,Moderate,Q3 FY26,0.1975,214,mixed,0.78,0.0,0.0,0.0,0.0,1
218,PFC,Power Finance Corporation Ltd.,0.195,-0.005,0.2,+0.2000,Reliable change,Emerging,,5,2,Moderate,Q3 FY26,0.1875,40,mixed,0.79,-0.01,0.0,0.0,0.0,1
219,DIVISLAB,Divi's Laboratories Ltd.,0.195,0.1975,-0.0025,-0.0025,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.1875,331,mixed,0.78,0.0,0.0,0.0,0.0,1
220,INDGN,Indegene Ltd.,0.195,0.1875,0.0075,+0.0075,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.1875,195,mixed,0.78,0.0,0.0,0.0,0.0,1
221,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd.,0.195,0.1875,0.0075,+0.0075 (limited history),Limited history,Watch,,3,1,Limited,Q3 FY26,0.1875,195,mixed,0.78,0.0,0.0,0.0,0.0,1
222,ANTHEM,Anthem Biosciences Ltd.,0.195,0.195,0.0,+0.0000,Reliable change,Watch,,2,2,Limited,Q3 FY26,0.195,285,mixed,0.78,0.0,0.0,0.0,0.0,2
223,PIDILITIND,Pidilite Industries Ltd.,0.195,0.0,0.195,New signal,New signal,Emerging,,2,0,Limited,Q3 FY26,0.0,47,mixed,0.78,0.0,0.0,0.0,0.0,0
224,ABBOTINDIA,Abbott India Ltd.,0.195,0.195,0.0,+0.0000 (limited history),Limited history,Watch,,1,1,Very Limited,Q3 FY26,0.0,285,mixed,0.78,0.0,0.0,0.0,0.0,0
225,SONATSOFTW,Sonata Software Ltd.,0.1925,0.015,0.1775,+0.1775,Reliable change,Watch,,7,4,High,Q3 FY26,-0.19,65,mixed,0.45,0.32,0.0,0.0,0.0,1
226,APARINDS,Apar Industries Ltd.,0.1925,0.1925,0.0,+0.0000,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.185,285,mixed,0.77,0.0,0.0,0.0,0.0,2
227,CAPLIPOINT,Caplin Point Laboratories Ltd.,0.1925,0.19,0.0025,+0.0025,Reliable change,Watch,,5,3,Moderate,Q3 FY26,0.1875,246,mixed,0.77,0.0,0.0,0.0,0.0,1
228,UNOMINDA,UNO Minda Ltd.,0.1925,0.19,0.0025,+0.0025,Reliable change,Watch,,5,3,Moderate,Q3 FY26,0.1975,246,mixed,0.77,0.0,0.0,0.0,0.0,1
229,AAVAS,Aavas Financiers Ltd.,0.1925,0.185,0.0075,+0.0075,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.0,195,mixed,0.77,0.0,0.0,0.0,0.0,0
230,CRISIL,CRISIL Ltd.,0.1925,0.19,0.0025,+0.0025,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.0,246,mixed,0.77,0.0,0.0,0.0,0.0,0
231,MEDANTA,Global Health Ltd.,0.1925,0.19,0.0025,+0.0025,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.1975,246,mixed,0.77,0.0,0.0,0.0,0.0,1
232,PFIZER,Pfizer Ltd.,0.1925,0.1825,0.01,+0.0100,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.1875,178,mixed,0.77,0.0,0.0,0.0,0.0,1
233,REDINGTON,Redington Ltd.,0.1925,0.1925,0.0,+0.0000,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.185,285,mixed,0.77,0.0,0.0,0.0,0.0,1
234,RELIANCE,Reliance Industries Ltd.,0.1925,0.1875,0.005,+0.0050,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.1975,214,mixed,0.77,0.0,0.0,0.0,0.0,1
235,DMART,Avenue Supermarts Ltd.,0.1925,0.18,0.0125,+0.0125 (limited history),Limited history,Watch,,3,1,Limited,Q3 FY26,0.0,159,mixed,0.77,0.0,0.0,0.0,0.0,0
236,MPHASIS,MphasiS Ltd.,0.1925,0.1875,0.005,+0.0050,Reliable change,Watch,,3,2,Limited,Q3 FY26,0.0,214,mixed,0.77,0.0,0.0,0.0,0.0,0
237,NTPC,NTPC Ltd.,0.1925,0.2,-0.0075,-0.0075 (limited history),Limited history,Watch,,2,1,Limited,Q3 FY26,0.0,367,mixed,0.0,0.77,0.0,0.0,0.0,0
238,AUROPHARMA,Aurobindo Pharma Ltd.,0.1925,0.0,0.1925,New signal,New signal,Watch,,1,0,Very Limited,Q3 FY26,0.0,52,mixed,0.77,0.0,0.0,0.0,0.0,0
239,EIDPARRY,E.I.D. Parry (India) Ltd.,0.19,0.1925,-0.0025,-0.0025,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.19,331,mixed,0.76,0.0,0.0,0.0,0.0,2
240,KPIL,Kalpataru Projects International Ltd.,0.19,0.1925,-0.0025,-0.0025,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.19,331,mixed,0.76,0.0,0.0,0.0,0.0,2
241,LATENTVIEW,Latent View Analytics Ltd.,0.19,0.185,0.005,+0.0050,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.185,214,mixed,0.76,0.0,0.0,0.0,0.0,2
242,ADANIENSOL,Adani Energy Solutions Ltd.,0.19,0.0,0.19,+0.1900,Reliable change,Emerging,,5,3,Moderate,Q3 FY26,0.0,54,mixed,0.77,-0.01,0.0,0.0,0.0,3
243,UNITDSPR,United Spirits Ltd.,0.19,0.19,0.0,+0.0000,Reliable change,Watch,,5,4,Moderate,Q3 FY26,-0.195,285,mixed,0.79,-0.03,0.0,0.0,0.0,1
244,AADHARHFC,Aadhar Housing Finance Ltd.,0.19,0.1825,0.0075,+0.0075,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.0,195,mixed,0.76,0.0,0.0,0.0,0.0,0
245,DABUR,Dabur India Ltd.,0.19,0.1875,0.0025,+0.0025,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.0,246,mixed,0.76,0.0,0.0,0.0,0.0,0
246,BOSCHLTD,Bosch Ltd.,0.19,0.1975,-0.0075,-0.0075 (limited history),Limited history,Watch,,3,1,Limited,Q3 FY26,0.1975,367,mixed,0.76,0.0,0.0,0.0,0.0,1
247,GABRIEL,Gabriel India Ltd.,0.19,0.19,0.0,+0.0000,Reliable change,Watch,,3,2,Limited,Q3 FY26,0.19,285,mixed,0.76,0.0,0.0,0.0,0.0,2
248,INFY,Infosys Ltd.,0.19,0.195,-0.005,-0.0050 (limited history),Limited history,Watch,,2,1,Limited,Q3 FY26,0.0,356,mixed,0.76,0.0,0.0,0.0,0.0,0
249,IREDA,Indian Renewable Energy Development Agency Ltd.,0.1875,0.0875,0.1,+0.1000,Reliable change,Watch,,9,6,High,Q3 FY26,-0.2025,86,mixed,0.52,0.23,0.0,0.0,0.0,3
250,AMBUJACEM,Ambuja Cements Ltd.,0.1875,0.3925,-0.205,-0.2050,Reliable change,Fading,High,8,6,High,Q3 FY26,0.375,459,mixed,0.48,0.27,0.0,0.0,0.0,3
251,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,0.1875,0.185,0.0025,+0.0025,Reliable change,Watch,,6,4,Moderate,Q3 FY26,0.185,246,mixed,0.75,0.0,0.0,0.0,0.0,2
252,ELECON,Elecon Engineering Co. Ltd.,0.1875,0.385,-0.1975,-0.1975,Reliable change,Fading,High,5,4,Moderate,Q3 FY26,0.39,451,mixed,0.76,-0.01,0.0,0.0,0.0,3
253,ALKEM,Alkem Laboratories Ltd.,0.1875,0.1875,0.0,+0.0000,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.1875,285,mixed,0.75,0.0,0.0,0.0,0.0,1
254,LT,Larsen & Toubro Ltd.,0.1875,0.1825,0.005,+0.0050,Reliable change,Watch,,3,2,Limited,Q3 FY26,0.1875,214,mixed,0.75,0.0,0.0,0.0,0.0,1
255,LALPATHLAB,Dr. Lal Path Labs Ltd.,0.185,0.1825,0.0025,+0.0025,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.1875,246,mixed,0.74,0.0,0.0,0.0,0.0,1
256,HYUNDAI,Hyundai Motor India Ltd.,0.185,0.185,0.0,+0.0000 (limited history),Limited history,Watch,,2,1,Limited,Q3 FY26,0.0,285,mixed,0.74,0.0,0.0,0.0,0.0,0
257,CONCOR,Container Corporation of India Ltd.,0.185,0.0,0.185,New signal,New signal,Watch,,1,0,Very Limited,Q3 FY26,0.0,59,mixed,0.74,0.0,0.0,0.0,0.0,0
258,ADANIGREEN,Adani Green Energy Ltd.,0.1825,0.1975,-0.015,-0.0150,Reliable change,Watch,,8,5,High,Q3 FY26,-0.005,389,mixed,0.45,0.28,0.0,0.0,0.0,3
259,MMTC,MMTC Ltd.,0.1825,0.075,0.1075,+0.1075,Reliable change,Watch,,7,5,High,Q3 FY26,0.3825,82,mixed,0.44,0.29,0.0,0.0,0.0,2
260,ZYDUSWELL,Zydus Wellness Ltd.,0.18,-0.0075,0.1875,+0.1875,Reliable change,Emerging,,5,2,Moderate,Q3 FY26,0.0,58,mixed,-0.02,0.74,0.0,0.0,0.0,0
261,SCI,Shipping Corporation of India Ltd.,0.17,-0.015,0.185,+0.1850,Reliable change,Watch,,7,4,High,Q3 FY26,0.3775,59,mixed,0.4,0.28,0.0,0.0,0.0,2
262,PRESTIGE,Prestige Estates Projects Ltd.,0.155,0.2125,-0.0575,-0.0575,Reliable change,Watch,,7,4,High,Q3 FY26,-0.005,405,mixed,0.88,-0.26,0.0,0.0,0.0,2
263,TTML,Tata Teleservices (Maharashtra) Ltd.,0.155,0.0075,0.1475,+0.1475,Reliable change,Watch,,6,3,Moderate,Q3 FY26,0.195,71,mixed,-0.22,0.84,0.0,0.0,0.0,1
264,PFOCUS,Prime Focus Ltd.,0.145,0.1,0.045,+0.0450,Reliable change,Watch,,9,6,High,Q3 FY26,-0.005,124,mixed,-0.26,0.84,0.0,0.0,0.0,3
265,JKTYRE,JK Tyre & Industries Ltd.,0.145,-0.12,0.265,+0.2650,Reliable change,Watch,,7,4,High,Q3 FY26,-0.3775,14,mixed,0.51,0.07,0.0,0.0,0.0,2
266,SAGILITY,Sagility Ltd.,0.135,0.385,-0.25,-0.2500,Reliable change,Fading,High,8,5,High,Q3 FY26,0.385,468,mixed,0.51,0.03,0.0,0.0,0.0,3
267,ANURAS,Anupam Rasayan India Ltd.,0.1325,0.2,-0.0675,-0.0675,Reliable change,Watch,Moderate,9,6,High,Q3 FY26,0.39,407,mixed,0.8,-0.27,0.0,0.0,0.0,3
268,INTELLECT,Intellect Design Arena Ltd.,0.13,0.4175,-0.2875,-0.2875,Reliable change,Fading,High,7,4,High,Q3 FY26,0.1875,473,mixed,0.5,0.02,0.0,0.0,0.0,1
269,CANBK,Canara Bank,0.123,0.1185,0.0045,+0.0045,Reliable change,Watch,,3,2,Limited,Q3 FY26,0.1155,240,mixed,0.0,0.0,0.0,0.82,0.0,1
270,HDBFS,HDB Financial Services Ltd.,0.1225,-0.015,0.1375,+0.1375,Reliable change,Watch,,6,3,Moderate,Q3 FY26,-0.19,72,mixed,0.77,-0.28,0.0,0.0,0.0,1
